x,y,z
-6.0,0.09513663192183475,-6.0
-5.755102040816326,0.10778093326185517,-6.0
-5.510204081632653,0.11754719810195136,-6.0
-5.26530612244898,0.12423466062900296,-6.0
-5.020408163265306,0.12776276077028206,-6.0
-4.775510204081632,0.12816666809645239,-6.0
-4.530612244897959,0.12558794424785882,-6.0
-4.285714285714286,0.12026115410544601,-6.0
-4.040816326530612,0.11249740552331208,-6.0
-3.795918367346939,0.10266590239150458,-6.0
-3.5510204081632653,0.09117463244960265,-6.0
-3.306122448979592,0.07845128014010638,-6.0
-3.0612244897959187,0.06492536044171235,-6.0
-2.816326530612245,0.0510124203105958,-6.0
-2.5714285714285716,0.037100961448977836,-6.0
-2.326530612244898,0.023542515337676845,-6.0
-2.0816326530612246,0.010645064007394945,-6.0
-1.8367346938775508,-0.0013302364143303914,-6.0
-1.591836734693878,-0.012169292524488184,-6.0
-1.3469387755102042,-0.021702724078413956,-6.0
-1.1020408163265305,-0.02980152972496091,-6.0
-0.8571428571428577,-0.036371467887913046,-6.0
-0.6122448979591839,-0.041346895316880364,-6.0
-0.36734693877551017,-0.04468479157205357,-6.0
-0.12244897959183731,-0.04635962883144702,-6.0
0.12244897959183643,-0.04635962883144702,-6.0
0.36734693877551017,-0.04468479157205357,-6.0
0.6122448979591839,-0.041346895316880364,-6.0
0.8571428571428568,-0.036371467887913046,-6.0
1.1020408163265305,-0.02980152972496091,-6.0
1.3469387755102042,-0.021702724078413956,-6.0
1.591836734693877,-0.012169292524488184,-6.0
1.8367346938775508,-0.0013302364143303914,-6.0
2.0816326530612237,0.010645064007394945,-6.0
2.3265306122448983,0.023542515337676977,-6.0
2.571428571428571,0.037100961448977836,-6.0
2.816326530612244,0.0510124203105958,-6.0
3.0612244897959187,0.06492536044171235,-6.0
3.3061224489795915,0.07845128014010638,-6.0
3.5510204081632644,0.09117463244960257,-6.0
3.795918367346939,0.10266590239150458,-6.0
4.040816326530612,0.11249740552331208,-6.0
4.285714285714285,0.12026115410544598,-6.0
4.530612244897959,0.12558794424785882,-6.0
4.775510204081632,0.12816666809645239,-6.0
5.020408163265305,0.12776276077028206,-6.0
5.26530612244898,0.12423466062900296,-6.0
5.5102040816326525,0.11754719810195144,-6.0
5.755102040816325,0.10778093326185517,-6.0
6.0,0.09513663192183475,-6.0
-6.0,0.10778093326185517,-5.755102040816326
-5.755102040816326,0.1179111797358912,-5.755102040816326
-5.510204081632653,0.1246973925686988,-5.755102040816326
-5.26530612244898,0.12801554295579076,-5.755102040816326
-5.020408163265306,0.12787255847288145,-5.755102040816326
-4.775510204081632,0.12439802179229803,-5.755102040816326
-4.530612244897959,0.11783080496944638,-5.755102040816326
-4.285714285714286,0.10850164452906706,-5.755102040816326
-4.040816326530612,0.09681283035346155,-5.755102040816326
-3.795918367346939,0.08321627485361104,-5.755102040816326
-3.5510204081632653,0.06819124503824016,-5.755102040816326
-3.306122448979592,0.05222298046659288,-5.755102040816326
-3.0612244897959187,0.03578329071527429,-5.755102040816326
-2.816326530612245,0.01931403696487978,-5.755102040816326
-2.5714285714285716,0.003214167025982678,-5.755102040816326
-2.326530612244898,-0.012169292524488328,-5.755102040816326
-2.0816326530612246,-0.026546162043273435,-5.755102040816326
-1.8367346938775508,-0.0396841010792106,-5.755102040816326
-1.591836734693878,-0.05140606770220111,-5.755102040816326
-1.3469387755102042,-0.061584859783540495,-5.755102040816326
-1.1020408163265305,-0.070135517248668,-5.755102040816326
-0.8571428571428577,-0.07700646881320254,-5.755102040816326
-0.6122448979591839,-0.08217034605943073,-5.755102040816326
-0.36734693877551017,-0.08561536064947389,-5.755102040816326
-0.12244897959183731,-0.08733805000926942,-5.755102040816326
0.12244897959183643,-0.08733805000926942,-5.755102040816326
0.36734693877551017,-0.08561536064947389,-5.755102040816326
0.6122448979591839,-0.08217034605943073,-5.755102040816326
0.8571428571428568,-0.07700646881320254,-5.755102040816326
1.1020408163265305,-0.070135517248668,-5.755102040816326
1.3469387755102042,-0.061584859783540495,-5.755102040816326
1.591836734693877,-0.05140606770220111,-5.755102040816326
1.8367346938775508,-0.0396841010792106,-5.755102040816326
2.0816326530612237,-0.02654616204327358,-5.755102040816326
2.3265306122448983,-0.012169292524488328,-5.755102040816326
2.571428571428571,0.0032141670259825373,-5.755102040816326
2.816326530612244,0.01931403696487978,-5.755102040816326
3.0612244897959187,0.03578329071527429,-5.755102040816326
3.3061224489795915,0.05222298046659288,-5.755102040816326
3.5510204081632644,0.06819124503824005,-5.755102040816326
3.795918367346939,0.08321627485361104,-5.755102040816326
4.040816326530612,0.09681283035346155,-5.755102040816326
4.285714285714285,0.10850164452906706,-5.755102040816326
4.530612244897959,0.11783080496944638,-5.755102040816326
4.775510204081632,0.12439802179229803,-5.755102040816326
5.020408163265305,0.12787255847288143,-5.755102040816326
5.26530612244898,0.12801554295579076,-5.755102040816326
5.5102040816326525,0.12469739256869881,-5.755102040816326
5.755102040816325,0.11791117973589128,-5.755102040816326
6.0,0.10778093326185517,-5.755102040816326
-6.0,0.11754719810195136,-5.510204081632653
-5.755102040816326,0.1246973925686988,-5.510204081632653
-5.510204081632653,0.12808515543610352,-5.510204081632653
-5.26530612244898,0.1276766733987289,-5.510204081632653
-5.020408163265306,0.12357827453388284,-5.510204081632653
-4.775510204081632,0.11602385253747445,-5.510204081632653
-4.530612244897959,0.1053570843617534,-5.510204081632653
-4.285714285714286,0.09200965687357973,-5.510204081632653
-4.040816326530612,0.07647688152757642,-5.510204081632653
-3.795918367346939,0.05929215495805937,-5.510204081632653
-3.5510204081632653,0.04100171550388552,-5.510204081632653
-3.306122448979592,0.022141053767669,-5.510204081632653
-3.0612244897959187,0.0032141670259828183,-5.510204081632653
-2.816326530612245,-0.015323385341557912,-5.510204081632653
-2.5714285714285716,-0.033076949650210165,-5.510204081632653
-2.326530612244898,-0.04972040514007062,-5.510204081632653
-2.0816326530612246,-0.06499890962225112,-5.510204081632653
-1.8367346938775508,-0.0787270360864593,-5.510204081632653
-1.591836734693878,-0.09078285800922002,-5.510204081632653
-1.3469387755102042,-0.10109878080786326,-5.510204081632653
-1.1020408163265305,-0.10965009701912233,-5.510204081632653
-0.8571428571428577,-0.1164423531169251,-5.510204081632653
-0.6122448979591839,-0.1214986506392338,-5.510204081632653
-0.36734693877551017,-0.12484796244520283,-5.510204081632653
-0.12244897959183731,-0.12651543023575365,-5.510204081632653
0.12244897959183643,-0.12651543023575365,-5.510204081632653
0.36734693877551017,-0.12484796244520283,-5.510204081632653
0.6122448979591839,-0.1214986506392338,-5.510204081632653
0.8571428571428568,-0.1164423531169251,-5.510204081632653
