x,y,z
37.7423328181427,0.5910132079377769,95.59788605347583
46.877634029170444,0.25075644032796046,1.9765560742717847
58.9344558269764,-0.04641219294011154,86.28180370055051
10.119441460936041,0.4741330754066938,0.8266368118091671
2.6242364335047785,0.6690098558612997,31.22701662462778
73.79472221602936,0.7873246028761414,54.59602740839038
88.98683693150078,-0.16884687488188488,15.6826788614439
35.86860188747024,0.6770372051884261,93.25308332432769
40.16967592586784,0.6207069721142444,88.81488105716414
31.30982520158605,1.5295505085526186,71.4428793259288
81.69901075283171,0.6807315391129296,42.838425495079846
22.66649907233719,1.968400931238563,51.09036430918232
75.27747031027103,0.5633709778690233,41.547618905238956
22.95436973982411,1.437615581210443,74.32240097331727
86.7993079447872,0.3598871044922599,75.38573978713494
60.85097173020736,0.9040949455284721,56.60504070198328
24.420252684251242,1.2618185042014558,78.70272240603173
83.22633172256852,0.29382061736152554,32.4392603251581
37.492548179123375,1.7971893941904709,55.09746693051674
53.35913563416265,1.1585066331924139,53.62579336647766
72.55274744905091,-0.21784948924193556,85.90011246929086
27.561821541386966,0.8627371011035819,90.99825369513343
27.46551370789708,1.0320838755075565,23.24862562712805
2.2281314904731397,0.14191192917733617,0.7303692228833425
56.16132161110629,1.0203232503968427,49.308765908810145
67.9480381188332,-0.388577921896213,2.6945285489947457
70.85993590114525,-0.4304738051991229,6.607101374605618
33.88629565373185,0.7382904469520638,15.30278806698676
37.6538538430666,0.6818431452596174,18.007205348123566
36.16319524610475,0.8339743527951826,86.06278067362805
51.144771403092925,0.2243821719183424,86.60322079139608
41.47106717916594,1.6149140207293429,58.97576951349026
75.04639369236169,-0.41952818490948923,10.046987547422315
2.0420490217291976,0.6716557507826566,31.86385837919702
86.66252374152933,0.5556064795584397,70.70979164660118
51.59476239731524,0.32311347638712545,83.07869191693766
81.81488254637996,0.8263962284909699,59.37638354164919
69.95459672746307,0.15799776294935317,31.814177628817486
93.70921837364968,1.0336190181611762,50.12789270056478
20.511952926584286,1.698719975282169,67.02040976817436
25.624671503498885,1.9956556554477771,52.40597028044678
91.18560414061902,1.0020716974973611,57.585861530697436
97.70498077378646,0.7624580707086497,38.71778591552461
0.22818577391972017,0.02666733195355775,12.89399921764126
0.6326095654948793,0.9132213945405447,68.95322602355769
61.46282201628439,0.056361735677280964,81.42521349339188
59.08952438607821,0.34780748789741606,75.88809215081345
65.96328964066123,-0.3883747460402338,5.14273808859026
51.280419948538004,0.9493759863777322,68.09848448392437
71.4962792695484,-0.3829995609386344,92.81880462346294
92.62830809639635,0.21082008320819043,81.13685141659805
48.97654392575006,0.9284737378340833,71.07608708995043
63.494501918912405,0.8191088907306624,49.135204241682175
19.05057713650258,0.9923662668757188,83.78174218926974
6.457353967949908,0.27227382043967774,10.244237034636228
54.86862339652399,0.4620214661296653,76.46940368672645
79.15999170628577,0.18092889760217237,31.179287995242223
68.71463281650836,0.18651787363389696,75.66305486120316
18.225705416944848,1.4217911948890785,35.18392666763061
22.936914731988733,1.3481780273677537,76.39934094579681
11.403558265483715,1.6508171738539508,49.14828785353047
92.35166861238527,1.0071694277895866,58.49325387906742
94.7107597667261,0.4797755320093571,32.68056944514802
73.42148293178073,0.7858275283449183,54.57169816875109
88.03528821452586,0.7804464366310411,65.24819368338574
72.33351467066329,-0.3319505955254573,17.855867677319726
73.26067945379666,0.6418822221121088,63.634581781442925
5.772531965743477,1.348063122756611,45.67763706111321
72.83466280035061,-0.39631747407205176,2.2318504589034838
70.60396052509006,0.442413895925282,38.63310385256583
59.80435019330046,-0.16921283211945756,18.021627619068315
16.99297544115713,0.9608849098709105,24.73722588253946
52.11513046422075,0.01519974607792085,94.87247803868385
32.81253433304698,0.7378662444046276,2.9772219602374306
97.98270829189038,-0.07970025062588003,14.008673433794039
60.75229449219758,0.3057196021119559,75.82021371931637
44.121970438817094,1.545723022344217,54.59021808969967
